ID,IMDB ID,Title,Original Title,Spoken Languages,Collection,Release Date,Genres,Tagline,Overview,Runtime,Production Companies,Production Countries,Budget,Revenue,Vote Average,Vote Count,Popularity,Homepage,Status,Poster Path
12444,tt0926084,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,English,Harry Potter Collection,2010-10-17,"Adventure, Fantasy, Family",One Way… One Fate… One Hero.,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",146 mins,"Warner Bros., Heyday Films","United Kingdom, United States of America","250,000,000","954,305,868",7.5,"5,708",23.300362,http://www.harrypotter.com,Released,/maP4MTfPCeVD2FZbKTLUgriOW4R.jpg
38757,tt0398286,Tangled,Tangled,English,Tangled Collection,2010-11-24,"Animation, Family",They're taking adventure to new lengths.,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",100 mins,"Walt Disney Pictures, Walt Disney Animation Studios",United States of America,"260,000,000","591,794,936",7.4,"3,419",14.684761,http://disney.go.com/disneypictures/tangled/,Released,/re6AOJbhBk9FIK3knwU6rYlbPDx.jpg
44687,tt1199494,The Lost Skeleton Returns Again,The Lost Skeleton Returns Again,English,The Lost Skeleton Collection,2010-08-17,"Comedy, Horror",So Terrifying You'll Wish It Were Only a Movie!,"THE LOST SKELETON RETURNS AGAIN takes on a whole new series of clichés, primarily drawn from those low budget adventure epics -- rich in potted ferns and stock footage -- that thrived on cheap back lots from the early 30s to the late 50s. It also wanders beyond the narrow confines of jungle pictures, parodying everything from gangster movies to those Mondo films of the 1960s, with their salacious native dances.",93 mins,bantam street,United States of America,600,0,7.0,9,0.618465,http://www.lostskeletonreturnsagain.com/,Released,/uqVxdaWj0znXo0U8ZpvvxEeJigj.jpg
48395,tt1401143,Rare Exports: A Christmas Tale,Rare Exports,"English, suomi",Rare Exports Collection,2010-12-03,Fantasy,He knows if you've been naughty. He knows if you've been nice. And he doesn't give a sh*t.,"It's the eve of Christmas in northern Finland and an ""archeological"" dig has just unearthed the real Santa Claus. But this particular Santa isn't the one you want coming to town. When all the local children begin mysteriously disappearing, young Pietari and his father Rauno, a reindeer hunter by trade, capture the mythological being and attempt to sell Santa to the misguided leader of the multinational corporation sponsoring the dig. Santa's elves, however, will stop at nothing to free their fearless leader from captivity. What ensues is a wildly humorous nightmare - a fantastically bizarre polemic on modern day morality. RARE EXPORTS: A CHRISTMAS TALE is a re-imagining of the most classic of all childhood fantasies, and is a darkly comic gem soon to be required perennial holiday viewing.",84 mins,"Filmpool Nord, Oscilloscope Laboratories, Yleisradio (YLE), Cinet, Kinology, Pomor Film, Agnès b. Productions, Davaj Film, FilmCamp","Finland, France, Norway, Sweden","1,948,000",0,6.4,143,4.51319,http://www.rareexportsmovie.com/en,Released,/5i8HjOfLxmklmVETvypRJH001pP.jpg
20526,tt1104001,TRON: Legacy,TRON: Legacy,English,TRON Collection,2010-12-10,"Adventure, Action, Science Fiction",The Game Has Changed.,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",125 mins,"Walt Disney Pictures, LivePlanet, Prana Studios, Sean Bailey Productions, Revolution Sun Studios, Kontsept Film Company",United States of America,"170,000,000","400,062,763",6.3,"2,895",21.259,http://disney.go.com/tron/,Released,/vllvystwQjmXzy5OvBKnGl1JREF.jpg
39451,tt0970866,Little Fockers,Little Fockers,English,Meet the Parents Collection,2010-12-21,"Comedy, Romance","Kids bring everyone closer, right?","It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",98 mins,"Paramount Pictures, Universal Pictures, Everyman Pictures, Relativity Media, Dreamworks Pictures, Tribeca Productions",United States of America,"100,000,000","310,650,585",5.5,"1,092",9.73941,http://www.littlefockers.net/,Released,/qixmjH8fLD9IkboPO7FKxAqzwRJ.jpg
48748,tt1680136,Klown,Klovn - the movie,Dansk,Klovn,2010-12-16,Comedy,Every Child Needs A Role Model,"Frank is left with the responsibility for his nephew Bo on an already planned canoe trip. Frank's mate Casper is also coming along. Weighed down a with their obligation, Frank and Casper nevertheless look forward to ending the trip at Skanderborg Festival where there's plenty there for the guys, a spree of drinking and women. Not the best example to set for young Bo. And how do their partners see it all?",93 mins,Zentropa Productions,Denmark,0,0,6.6,45,2.521782,http://www.dfi.dk/faktaomfilm/film/en/69001.aspx?id=69001,Released,/d6ZpiZjP30LB2ElfhqUgQBO9ui4.jpg
42323,tt1629391,Tere Bin Laden,Tere Bin Laden,"हिन्दी, English",Tere Bin Laden Collection,2010-07-16,Comedy,A million dollar fake,"Ali Hassan (Ali Zafar), a reporter with a downmarket TV channel in Karachi, is keen to go to USA for a better life, but his visa has been refused six times in seven years. In desperation, he gets hold of an Osama Bin Laden look alike and makes a fake Osama tape which he sells to the owner of his channel to raise money for a false identity, a new passport and better luck with US visa. As one can expect, it is far from smooth sailing for him and his friends, as they get into a series of comic situations.",104 mins,,India,0,0,6.7,14,0.501363,http://www.terebinladen.com/,Released,/nJ9mnB9H0lbrYl6KlnSFsi6nCSW.jpg
23508,tt0923683,Embodiment of Evil,Encarnação do Demônio,Português,Trilogia Zé do Caixão,2008-08-08,Horror,The Master Of Horror Is Back,"After 30 years in a cell for the mentally ill, Coffin Joe is finally freed. Back on the streets, the sadistic gravedigger is set on fulfilling that for which he was imprisoned: find the woman who can give him the perfect child. During his wanderings through the city of Sao Paulo he leaves behind a trail of horror as he faces unnatural laws and popular beliefs.",94 mins,"Gullane Filmes, Olhos de cão",Brazil,0,0,5.9,8,0.962933,http://www.encarnacaododemonio.com.br/,Released,/gNUFYiSzWRvD21KiBLtsfr1oa0y.jpg
63578,tt1740047,The Trip,The Trip,English,The Trip Collection,2010-09-01,"Comedy, Drama","Eat, drink and try not to kill each other.","When Steve Coogan is asked by The Observer to tour the country's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend. But, when she backs out on him, he has no one to accompany him but his best friend and source of eternal aggravation, Rob Brydon.",107 mins,"Revolution Films, British Broadcasting Corporation (BBC)",United Kingdom,0,"951,179",7.0,117,8.832903,http://www.ifcfilms.com/films/the-trip,Released,/9oQs9SwYu3GQD3mafbDskufKmTM.jpg
22843,tt0860906,Evangelion: 2.0 You Can (Not) Advance,ヱヴァンゲリヲン新劇場版：破,日本語,Rebuild of Evangelion,2009-06-26,"Animation, Science Fiction, Action, Drama","In The War Between Heaven and Earth, Salvation is Machine","Under constant attack by monstrous creatures called Angels that seek to eradicate humankind, U.N. Special Agency NERV introduces two new EVA pilots to help defend the city of Tokyo-3: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Meanwhile, Gendo Ikari and SEELE proceed with a secret project that involves both Rei and Shinji. The film was retitled ""Evangelion: 2.22"" for its DVD/Blu-Ray release.",108 mins,Studio Khara,Japan,0,"41,162,041",7.7,129,6.518028,http://www.evangelion.co.jp/,Released,/odCtbDVJMxaqsTt4fIkM7UHZ8ta.jpg
54293,tt1781069,Zeitgeist: Moving Forward,Zeitgeist: Moving Forward,English,Zeitgeist Collection,2011-01-15,Documentary,This Shit's Got to Go!,"Zeitgeist: Moving Forward, by director Peter Joseph, is a feature length documentary work which will present a case for a needed transition out of the current socioeconomic monetary paradigm which governs the entire world society. This subject matter will transcend the issues of cultural relativism and traditional ideology and move to relate the core, empirical ""life ground"" attributes of human and social survival, extrapolating those immutable natural laws into a new sustainable social paradigm called a ""Resource-Based Economy"".",201 mins,Gentle Machine Productions LLC,United States of America,0,0,6.9,70,2.68829,http://www.zeitgeistmovingforward.com/,Released,/bBA12oELUV5C5JtmOpvb63eLQKo.jpg
58764,tt1454505,Lapland Odyssey,Napapiirin sankarit,suomi,Napapiirin sankarit,2010-10-15,Comedy,A couple of variables,"Lapland Odyssey is a comedy about Janne, a man from Lapland in northern Finland, a man who has made a career out of living on welfare. Inari, his girlfriend, is tired of Janne's incapability of getting a grip on life, Janne wasn't even able to buy a digital TV box that Inari had given money for. Inari gives an ultimatum: a digital box needs to arrive by dawn or she leaves. Janne sets out into the night with his two friends to find a box. On their way to the city of Rovaniemi, Janne and his friends face many challenges, obstacles and temptations. They learn that they need to be daring. There's no room to give into bitterness. The most important thing isn't success, but rather the journey in itself.",92 mins,Anagram Produktion,Finland,0,0,6.6,27,1.885261,http://www.laplandodyssey.com/,Released,/8DNK59k6aKPXrN0pCG0L4MaL6Ay.jpg
27582,tt0472399,The Mechanic,The Mechanic,English,Mechanic Collection,2011-01-13,"Action, Thriller, Crime",Someone has to fix the problems.,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",93 mins,"CBS Films, Millennium Films, Chartoff-Winkler Productions, Scared Productions, Nu Image Entertainment GmbH",United States of America,"40,000,000","51,070,807",6.3,"1,066",9.832342,http://www.themechanicmovie.com/,Released,/eScKoGnjaUvGD2OkK3DImyzfVkt.jpg
53358,tt1555747,Fubar II,Fubar II,English,Fubar Collection,2010-10-01,Comedy,Give'r Again,Terry and Dean head north to make sweet cash in the oil patch.,85 mins,FU2 Productions,Canada,0,0,6.5,9,0.405272,http://fubar-themovie.com/,Released,/8dfN60cF0AYCek1WVclzWrNvGOW.jpg
47931,tt1555149,Elite Squad: The Enemy Within,Tropa de Elite 2,Português,Elite Squad Collection,2010-10-08,"Drama, Action, Crime",The masterminds of the organized crime in Rio,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain André Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.",115 mins,"Zazen Produções, Globo filmes, Riofilme, Feijão Filmes",Brazil,0,"63,027,681",7.5,477,12.334357,http://www.tropa2.com.br/,Released,/65Uy9xucPOAZDKa54RlojVyP24k.jpg
45715,tt1457766,The Kings of Mykonos,The Kings of Mykonos,"English, ελληνικά",The Wog Boy Collection,2010-05-20,"Action, Comedy, Thriller, Science Fiction",It's a Wog Life,"The sequel to the highly successful Australian comedy THE WOG BOY - starring Nick Giannopoulous and Vince Colosimo as best mates Steve and Frank. The Kings of Mykonos: Wog Boy 2 picks up a few years after the original and things aren't going so well for the 'Wog Boy'; he's lost his true love (a '69 Valiant Pacer) and all his assets because he trusted Tony the Yugoslav. Steve's best mate Frank has lost touch with the ladies after a messy divorce. But fortue, as ever, favours the 'Wog' when Steve discovers that he has inherited a beach worth millions on the resort island of Mykonos from an uncle he never met...",97 mins,,"Australia, Greece",0,0,5.9,9,0.864925,http://www.kingsofmykonos.com.au/,Released,/zECJSGIDhuwUIItjc1g8yeoOHFE.jpg
49018,tt1591095,Insidious,Insidious,English,Insidious Collection,2010-09-13,"Horror, Thriller",It's not the house that's haunted.,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",103 mins,"Alliance Films, IM Global, Stage 6 Films, Haunted Movies","United States of America, Canada","1,500,000","97,009,150",6.8,"1,775",17.24814,http://www.insidious-movie.com/,Released,/6Tjg6DWVo2cpqDLxrOQNw1UvIMB.jpg
20329,tt0912597,L: Change the World,L: change the WorLd,日本語,Death Note Collection,2008-01-31,"Fantasy, Action, Thriller, Science Fiction, Mystery",The final death note showdown!,"""The human whose name is written in the Death Note shall die."" After making the hardest decision ever, another serious case confronts L. There are only 23 days left and without his best partner Watari (Shunji Fujimura), L has to solve the case all by himself for the very first time.",129 mins,Warner Bros.,Japan,0,"30,231,200",5.9,74,8.271179,http://wwws.warnerbros.co.jp/L-movie,Released,/ndgSMCX4QmfcEX66bS37EiLcUlj.jpg
60307,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,English,Diary of a Wimpy Kid Collection,2011-03-25,"Family, Comedy",Welcome to the next grade,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",99 mins,"Fox 2000 Pictures, Color Force",United States of America,"21,000,000","72,417,394",6.3,250,8.425361,http://www.diaryofawimpykidmovie.com/,Released,/b7ASKxUMqgarJIN4pH3Q8hbyPGA.jpg
46523,tt1648112,New Kids Turbo,New Kids Turbo,Nederlands,New Kids Collection,2010-12-09,"Action, Comedy",Kick some kut,Five friends from 'Maaskantje' are getting fired because of the economic crisis. They decide that they won't pay for anything anymore.,84 mins,"Comedy Central, Eyeworks",Netherlands,"1,500,000","8,786,756",6.3,73,4.330658,http://www.newkidsturbo.nl,Released,/c2EtbWZyrMqaWumPh2P8AnxcY8A.jpg
41446,tt1262416,Scream 4,Scream 4,English,Scream Collection,2011-04-11,"Horror, Mystery",New Decade. New Rules.,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",111 mins,Dimension Films,United States of America,"40,000,000","97,138,686",6.1,930,10.000721,http://www.scream-4.com/,Released,/eT2y8SLxLwPFPuShV4i2FoZnOwU.jpg
46195,tt1436562,Rio,Rio,"English, Português",Rio Collection,2011-04-03,"Animation, Adventure, Comedy, Family",1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",96 mins,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,"90,000,000","484,635,760",6.5,"2,213",10.403228,http://www.riomovies.com/,Released,/isQ9BSjdF8IrSm2g4WPHSJYN5s9.jpg
10195,tt0800369,Thor,Thor,English,Thor Collection,2011-04-21,"Adventure, Fantasy, Action",Two worlds. One hero.,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",115 mins,Marvel Studios,United States of America,"150,000,000","449,326,618",6.6,"6,678",29.158489,http://thor.marvel.com/,Released,/bIuOWTtyFPjsFDevqvF3QrD1aun.jpg
56780,tt0480239,Atlas Shrugged Part I,Atlas Shrugged Part I,English,Atlas Shrugged Collection,2011-04-14,"Drama, Thriller, Science Fiction, Mystery",Who is John Galt?,"A powerful railroad executive, Dagny Taggart, struggles to keep her business alive while society is crumbling around her. Based on the 1957 novel by Ayn Rand.",97 mins,Atlas Productions,United States of America,"15,000,000","4,627,375",5.0,61,3.4949,http://www.atlasshruggedpart1.com/,Released,/o9j1K7N68DrSqQAvda086TjsSNp.jpg
51497,tt1596343,Fast Five,Fast Five,"English, Español, Português, Italiano",The Fast and the Furious Collection,2011-04-20,"Action, Thriller, Crime",Get the Fifth Gear.,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",130 mins,"Universal Pictures, Original Film, One Race Productions",United States of America,"125,000,000","626,137,675",7.1,"2,491",1.420361,http://www.watchvideoseries.com/movies/fast-five-2011-2/,Released,/cA81CI8odKv5KHRUUzJbj83yN7c.jpg
1865,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,"English, Español",Pirates of the Caribbean Collection,2011-05-14,"Adventure, Action, Fantasy",Live Forever Or Die Trying.,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",136 mins,"Walt Disney Pictures, Jerry Bruckheimer Films, Moving Picture Company (MPC)",United States of America,"380,000,000","1,045,713,802",6.4,"5,068",27.88772,http://disney.go.com/pirates/index-on-stranger-tides.html#/video/,Released,/wNUDAq5OUMOtxMlz64YaCp7gZma.jpg
45243,tt1411697,The Hangover Part II,The Hangover Part II,"English, ภาษาไทย",The Hangover Collection,2011-05-25,Comedy,The Wolfpack Is Back,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",102 mins,"Legendary Pictures, Living Films, Green Hat Films, Warner Bros.",United States of America,"80,000,000","254,455,986",6.2,"3,836",21.893532,http://hangoverpart2.warnerbros.com/,Released,/yoiJyVknXfU4jcJvPYeMOCgyLky.jpg
23116,tt1394268,Loose Change 9/11: An American Coup,Loose Change 9/11: An American Coup,"English, Français, Español",Loose Change Collection,2009-09-22,Documentary,Does History Repeat Itself?,"With the departure of the Bush Administration and the arrival of an “era of transparency,” opportunities are arising for the disclosure of new information that may shed more light on the events that took place before and after 9/11/2001. Loaded with powerful, new footage and in-depth interviews this documentary presents a wide array of evidence both known and unknown…until now.",99 mins,"Collective Minds Media Company, Microcinema International, Morningstar Entertainment, Brown & Stretic, The Frankfurt Group, Frankfurt Kurnit Klein & Selz",United States of America,0,0,6.5,31,2.286217,http://www.loosechange911.com/,Released,/iFkPFxOhCnOJvyf2Y83Um3LlPrX.jpg
49444,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,English,Kung Fu Panda Collection,2011-05-25,"Animation, Family",Prepare for the Year of Awesomeness!,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",91 mins,DreamWorks Animation,United States of America,"150,000,000","665,692,281",6.7,"1,925",11.481921,http://www.kungfupanda.com/,Released,/Fzyy2dauoKxjUzUPYYo3kJkJAW.jpg
56272,tt1340773,Elektra Luxx,Elektra Luxx,English,Elektra Luxx Collection,2010-03-14,"Action, Comedy, Drama",From adult film star to functioning adult.,"A favor for a woman from her past throws the life of a pregnant, retired porn star into chaos.",98 mins,Gato Negro Films,United States of America,0,10,4.7,49,4.118699,http://www.elektraluxx-movie.com/,Released,/t9DNoDwHHLO7KDpIiQN4gVL0QZI.jpg
35688,tt1391137,Why Did I Get Married Too?,Why Did I Get Married Too?,English,Why Did I Get Married Collection,2010-04-02,"Comedy, Romance",Marriage is an institution they're committed to.,Four couples reunite for their annual vacation in order to socialize and to spend time analyzing their marriages. Their intimate week in the Bahamas is disrupted by the arrival of an ex-husband determined to win back his recently remarried wife.,121 mins,"Lions Gate Films, The Tyler Perry Company",United States of America,"20,000,000","60,072,596",6.1,29,2.576815,http://www.whydidigetmarriedtoomovie.com/,Released,/onRp2SjVYevawfqsG7xDaIprF3z.jpg
38356,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,English,Transformers Collection,2011-06-28,"Action, Science Fiction, Adventure",The invasion we always feared. An enemy we never expected.,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",154 mins,"Paramount Pictures, Di Bonaventura Pictures, Indochina Productions, Hasbro Studios",United States of America,"195,000,000","1,123,746,996",6.1,"3,351",4.503505,http://www.transformersmovie.com/,Released,/sZY3ls18QTY0pFBJn2vl2MmauTQ.jpg
51540,tt1499658,Horrible Bosses,Horrible Bosses,English,Horrible Bosses Collection,2011-07-08,"Comedy, Crime",Ever wish your boss was dead?,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",98 mins,"New Line Cinema, Rat Entertainment",United States of America,"35,000,000","117,000,000",6.4,"2,341",9.856955,http://horriblebossesmovie.warnerbros.com/index.html,Released,/17rVRW7ond0PR2KJHY0xY00isTB.jpg
49013,tt1216475,Cars 2,Cars 2,"English, 日本語, Italiano, Français",Cars Collection,2011-06-11,"Animation, Family, Adventure, Comedy",Ka-ciao!,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,106 mins,"Walt Disney Pictures, Pixar Animation Studios",United States of America,"200,000,000","559,852,396",5.8,"2,088",13.693002,http://www.disney.go.com/cars/,Released,/AblhtULOVtrkSnFxRPQ8gBemxw9.jpg
12445,tt1201607,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,English,Harry Potter Collection,2011-07-07,"Family, Fantasy, Adventure",It all ends here.,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",130 mins,"Warner Bros., Heyday Films","United Kingdom, United States of America","125,000,000","1,342,000,000",7.9,"6,141",24.990737,http://www.harrypotter.com,Released,/fTplI1NCSuEDP4ITLcTps739fcC.jpg
1771,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,"Français, Norsk, English",Captain America Collection,2011-07-22,"Action, Adventure, Science Fiction",When patriots become heroes,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",124 mins,"Paramount Pictures, Marvel Studios",United States of America,"140,000,000","370,569,774",6.6,"7,174",19.323582,http://captainamerica.marvel.com/,Released,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg
41513,tt0472181,The Smurfs,The Smurfs,English,The Smurfs (Theatrical) Collection,2011-07-29,"Animation, Family, Adventure, Comedy, Fantasy",Smurf Happens.,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",103 mins,"Columbia Pictures, Sony Pictures Animation, Kerner Entertainment Company",United States of America,"110,000,000","563,749,323",5.5,"1,201",10.219758,http://www.smurfhappens.com/,Released,/8W9L7ByduypXKD7AticK7GvGqTE.jpg
12819,tt1213012,Alpha and Omega,Alpha and Omega,English,Alpha and Omega Collection,2010-09-17,"Family, Animation",A Pawsome 3D Adventure,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.",88 mins,"Lions Gate Family Entertainment, Relativity Media, Crest Animation Productions","United States of America, India","20,000,000","39,300,000",5.3,125,8.16645,http://alphaandomega3d.com/index.html,Released,/5PQ6nm5uktqiCLF2YydlQ8SXOvE.jpg
45839,tt1595842,FRED: The Movie,FRED: The Movie,English,Fred Collection,2010-09-18,"Comedy, Family",The epic journey to find Judy!,"Fred: The Movie (stylized as FЯED: THE MOVIE) is a 2010 made-for-television independent comedy film written by David A. Goodman, directed by Clay Weiner, and produced by Brian Robbins and Gary Binkow.The film is based on the adventures of Fred Figglehorn, a character created and played by Lucas Cruikshank for Cruikshank's YouTube channel.The film casts Siobhan Fallon Hogan and John Cena as Fred's parentsand pop singer and actress Pixie Lott as Fred's crush.First optioned as a theatrical release in the United States,[11] the film instead premiered on Nickelodeon, a television channel,on September 18, 2010Fred Figglehorn has a crush on Judy, the girl next door. Fred's stalker, Kevin, lives across the street and thwarts each attempt Fred makes to see her. When Fred finally succeeds in making it to Judy's, he finds out she has moved so he embarks on a journey to find her.",89 mins,"Derf Films, Varsity Pictures",,0,0,3.5,34,2.483323,http://www.nick.com/shows/fred/,Released,/3FSdeLilV3xR58h0EBy2i9BqnUs.jpg
51620,tt1500491,Death Race 2,Death Race 2,English,Death Race Collection,2010-11-12,"Action, Thriller, Science Fiction","10 killer drivers, 20,000 rounds of ammo. 1 survivor.","In the world's most dangerous prison, a new game is born: Death Race. The rules of this adrenaline-fueled blood sport are simple, drive or die. When repentant convict Carl Lucas discovers there's a price on his head, his only hope is to survive a twisted race against an army of hardened criminals and tricked-out cars.",96 mins,"Moonlighting Films, CC Capital Arts Entertainment SRL","South Africa, Germany","7,000,000",0,5.5,323,11.086032,http://deathrace2.craveonline.com/,Released,/5ARRXaWPgtIT9qKl8Db3MNuGvo3.jpg
63943,tt1441956,West Is West,West Is West,"English, ਪੰਜਾਬੀ",East is East Collection,2010-10-19,Comedy,Same family. Different country. A lot more baggage.,"Comedy sequel to ""East is East"". Manchester, North of England, 1975. The now much diminished, but still claustrophobic and dysfunctional, Khan family continues to struggle for survival. Sajid, the youngest Khan, the runt of the litter, is deep in pubescent crisis under heavy assault both from his father's tyrannical insistence on Pakistani tradition, and from the fierce bullies in the schoolyard. So, in a last, desperate attempt to 'sort him out', his father decides to pack him off to Mrs Khan No 1 and family in the Punjab, the wife and daughters he had abandoned 35 years earlier. It is not long before Ella Khan (Mrs Khan No2) with a small entourage from Salford, England, swiftly follows to sort out the mess, past and present.",103 mins,"BBC Films, Assassin Films",United Kingdom,"3,837,625","3,867,000",6.3,15,0.749665,http://www.westiswest.ca/,Released,/nxVswoX7TcIxO6iiwjj5ipwgwnm.jpg
